match_id,set_num,rally,removal_reason
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,5,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,8,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,12,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,13,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,14,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,16,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,19,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,21,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,25,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,26,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,27,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,28,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,31,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,34,missing landing coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,36,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,37,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,38,missing landing coordinates | missing player position coordinates
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,39,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,4,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,11,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,12,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,13,missing landing coordinates | missing player position coordinates | no getpoint_player on last stroke
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,14,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,15,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,16,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,18,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,20,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,21,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,24,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,28,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,29,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,30,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,32,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,36,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,37,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,38,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,1,40,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,2,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,5,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,6,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,8,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,10,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,11,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,12,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,14,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,15,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,16,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,18,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,26,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,27,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,31,missing landing coordinates | missing player position coordinates
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,2,32,missing landing coordinates | missing player position coordinates
Anders_ANTONSEN_Jonatan_CHRISTIE Indonesia_Masters_2020_QuarterFinals,2,16,fewer than 2 strokes | no getpoint_player on last stroke
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,2,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,8,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,9,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,10,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,12,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,14,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,16,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,18,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,19,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,20,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,22,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,23,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,24,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,29,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,30,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,32,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,1,34,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,2,fewer than 2 strokes
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,3,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,4,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,8,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,9,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,10,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,11,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,13,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,14,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,15,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,17,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,20,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,21,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,23,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,24,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,26,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,28,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,30,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,31,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,32,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,34,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,35,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,2,36,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,2,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,3,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,4,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,5,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,6,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,7,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,10,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,11,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,12,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,14,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,15,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,16,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,17,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,19,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,24,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,25,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,26,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,27,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,28,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,30,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,32,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,33,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,34,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,37,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,39,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Sameer_Verma_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,3,40,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,1,6,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,1,8,missing landing coordinates | missing player position coordinates | no getpoint_player on last stroke
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,1,12,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,1,16,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,1,26,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,1,28,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,1,33,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,1,34,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,2,fewer than 2 strokes
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,8,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,15,fewer than 2 strokes
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,18,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,23,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,25,fewer than 2 strokes | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,2,26,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,3,6,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,3,13,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,3,17,missing landing coordinates | missing player position coordinates
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,3,18,fewer than 2 strokes
Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,3,37,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,1,5,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,1,18,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,1,19,fewer than 2 strokes
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,1,26,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,1,31,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,1,35,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,2,3,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,2,5,fewer than 2 strokes | missing landing coordinates | missing player position coordinates | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,2,10,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,2,28,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,3,4,fewer than 2 strokes | missing landing coordinates | missing player position coordinates | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,3,9,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,3,14,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,3,18,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,3,19,fewer than 2 strokes | missing landing coordinates | missing player position coordinates | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,3,20,fewer than 2 strokes | missing landing coordinates | missing player position coordinates | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,3,23,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,3,26,fewer than 2 strokes
Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,3,29,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,1,1,no getpoint_player on last stroke
Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,2,11,no getpoint_player on last stroke
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,1,3,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,1,4,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,1,5,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,1,6,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,1,14,fewer than 2 strokes | no getpoint_player on last stroke
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,1,16,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,1,21,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,1,27,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,1,33,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,6,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,7,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,8,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,9,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,10,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,11,missing landing coordinates | missing player position coordinates
Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,2,12,missing landing coordinates | missing player position coordinates
